name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
hyundai grand i10 sportz,2016,375000,25000,petrol,individual,manual,first owner
mahindra scorpio 1.99 s10,2015,150000,55000,diesel,individual,manual,second owner
mahindra xuv500 w10 2wd,2018,1450000,20000,diesel,individual,manual,first owner
maruti ertiga vdi,2014,500000,100000,diesel,individual,manual,second owner
maruti alto lxi,2007,75000,40000,petrol,individual,manual,second owner
hyundai sonata at leather,2006,225000,80000,petrol,individual,automatic,third owner
hyundai sonata 2.4l at,2006,275000,80000,petrol,individual,automatic,fourth & above owner
mahindra bolero power plus slx,2018,620000,35000,diesel,individual,manual,first owner
nissan x-trail slx mt,2010,600000,110000,diesel,individual,manual,second owner
mahindra xylo e8 abs airbag bsiv,2011,275000,160000,diesel,individual,manual,first owner
tata indigo tdi,2013,125000,125000,diesel,individual,manual,first owner
tata indigo gls,2011,80000,62000,petrol,individual,manual,second owner
nissan micra diesel xv,2011,199000,120000,diesel,individual,manual,second owner
nissan micra xl,2016,440000,33000,petrol,individual,manual,second owner
maruti swift dzire ldi,2013,250000,80000,diesel,individual,manual,fourth & above owner
hyundai i20 1.4 sportz,2017,700000,35000,diesel,individual,manual,first owner
hyundai grand i10 crdi asta option,2015,450000,50000,diesel,individual,manual,first owner
maruti alto 800 std optional,2019,240000,5000,petrol,individual,manual,first owner
hyundai xcent 1.2 kappa sx,2016,350000,12000,petrol,individual,manual,first owner
ford ecosport 1.5 tdci titanium bsiv,2016,650000,81595,diesel,dealer,manual,first owner
hyundai getz gls abs,2005,71000,22000,petrol,individual,manual,first owner
maruti swift vxi optional,2015,400000,40000,petrol,individual,manual,first owner
maruti alto lxi bsiii,2008,130000,40000,petrol,individual,manual,second owner
mahindra scorpio 2.6 crde sle,2013,300000,70000,diesel,individual,manual,second owner
nissan kicks xl d bsiv,2019,1100000,4000,diesel,individual,manual,first owner
bmw 3 series 320d luxury line,2015,2200000,24000,diesel,individual,automatic,first owner
honda amaze vx i-vtec,2018,800000,13500,petrol,dealer,manual,first owner
maruti ritz vdi (abs) bs iv,2013,490000,40000,diesel,individual,manual,first owner
honda jazz 1.2 vx i vtec,2018,836000,9700,petrol,dealer,manual,first owner
volkswagen polo petrol comfortline 1.2l,2012,375000,62000,petrol,individual,manual,second owner
honda br-v i-dtec vx mt,2016,1249000,24000,diesel,dealer,manual,first owner
honda wr-v i-dtec vx,2019,1240000,13000,diesel,dealer,manual,first owner
tata nano std bsii,2009,35000,50000,petrol,individual,manual,third owner
honda br-v i-vtec vx mt,2017,1068000,36000,petrol,dealer,manual,first owner
honda br-v i-dtec vx mt,2017,1189000,40000,diesel,dealer,manual,first owner
hyundai elite i20 petrol asta option,2018,700000,27000,petrol,individual,manual,first owner
maruti alto k10 vxi,2016,350000,40000,petrol,individual,manual,first owner
hyundai i10 magna 1.2,2009,254999,80000,petrol,individual,manual,second owner
mahindra scorpio 2.6 crde,2005,229999,221000,diesel,individual,manual,third owner
hyundai i20 asta option 1.4 crdi,2016,750000,80000,diesel,individual,manual,first owner
maruti ritz vdi,2012,325000,119000,diesel,individual,manual,second owner
toyota innova 2.5 g4 diesel 7-seater,2009,760000,190000,diesel,individual,manual,second owner
maruti celerio zxi at,2017,509999,25000,petrol,individual,automatic,first owner
nissan micra xl,2013,363000,28740,petrol,individual,manual,first owner
maruti alto k10 lxi,2010,229999,48500,petrol,individual,manual,first owner
nissan sunny xl,2012,290000,110000,petrol,individual,manual,second owner
maruti swift vxi,2018,550000,30000,petrol,individual,manual,first owner
tata indica vista tdi lx,2011,125000,120000,diesel,individual,manual,second owner
volvo xc60 d5 inscription,2014,2000000,130000,diesel,individual,automatic,first owner
toyota innova 2.5 g4 diesel 7-seater,2008,350000,140000,diesel,individual,manual,second owner
hyundai verna 1.6 sx crdi (o),2011,390000,90000,diesel,individual,manual,first owner
maruti wagon r vxi minor abs,2010,260000,50000,petrol,individual,manual,first owner
maruti omni bsiii 8-str w/ immobiliser,2008,150000,50000,petrol,individual,manual,second owner
maruti esteem vxi - bsiii,2006,85000,60000,petrol,individual,manual,second owner
maruti alto 800 lxi,2015,280000,15000,petrol,individual,manual,second owner
maruti celerio vxi,2015,220000,45000,petrol,individual,manual,first owner
hyundai santro xing xg,2005,140000,80000,petrol,individual,manual,third owner
maruti wagon r amt vxi option,2018,370000,15000,petrol,individual,automatic,first owner
maruti swift dzire vdi,2019,650000,20000,diesel,individual,manual,first owner
maruti alto 800 lx,2017,280000,37000,petrol,individual,manual,first owner
maruti swift dzire vdi,2016,540000,80000,diesel,individual,manual,first owner
ambassador classic 2000 dsz,2002,50000,120000,diesel,individual,manual,fourth & above owner
maruti ciaz sigma bsiv,2018,800000,20000,petrol,individual,manual,first owner
ford figo 1.5d titanium mt,2016,515000,25000,diesel,individual,manual,first owner
hyundai i20 1.2 magna,2010,220000,96000,petrol,individual,manual,third owner
hyundai i20 asta (o),2014,525000,54000,petrol,dealer,manual,second owner
chevrolet spark 1.0 lt option pack w/ airbag,2013,165000,53000,petrol,dealer,manual,first owner
fiat linea 1.3 emotion,2010,221000,65000,diesel,dealer,manual,first owner
chevrolet beat lt,2015,245000,43000,petrol,dealer,manual,first owner
ford figo 1.2p titanium plus mt,2012,260000,42000,petrol,dealer,manual,first owner
skoda superb elegance 2.0 tdi cr at,2011,550000,73000,diesel,dealer,automatic,first owner
hyundai grand i10 1.2 kappa era,2015,434999,29000,petrol,dealer,manual,first owner
tata safari storme ex,2013,450000,95000,diesel,dealer,manual,first owner
chevrolet sail 1.2 base,2014,290000,25000,petrol,individual,manual,first owner
volkswagen vento 1.0 tsi highline plus,2011,305000,53000,petrol,dealer,manual,second owner
ford classic 1.6 duratec lxi,2011,265000,20000,petrol,dealer,manual,first owner
honda brio 1.2 s mt,2014,325000,57000,petrol,dealer,manual,first owner
chevrolet cruze ltz,2014,550000,52000,diesel,dealer,manual,first owner
maruti zen estilo lxi bsiii,2008,105000,40000,petrol,individual,manual,first owner
honda brio 1.2 s mt,2012,275000,47000,petrol,dealer,manual,first owner
honda city 1.5 v mt,2012,434999,47000,petrol,dealer,manual,second owner
hyundai verna 1.6 crdi sx,2016,690000,73000,diesel,dealer,manual,first owner
honda brio v mt,2012,249000,42000,petrol,dealer,manual,second owner
hyundai eon d lite plus,2012,204999,60000,petrol,dealer,manual,third owner
chevrolet beat diesel lt,2012,200000,50000,diesel,individual,manual,first owner
maruti wagon r vxi optional,2015,190000,120000,petrol,individual,manual,first owner
maruti alto lxi,2012,150000,50000,petrol,individual,manual,first owner
maruti zen lx,1999,70000,70000,petrol,individual,manual,fourth & above owner
mahindra bolero power plus slx,2018,900000,25000,diesel,individual,manual,first owner
maruti ertiga zxi at petrol,2019,950000,11000,petrol,individual,automatic,first owner
maruti swift dzire vxi,2013,475000,80000,petrol,individual,manual,first owner
maruti 800 std,1998,55000,80000,petrol,individual,manual,fourth & above owner
ford fiesta titanium 1.5 tdci,2013,450000,75000,diesel,individual,manual,second owner
bmw 5 series 525d sedan,2009,1200000,45000,diesel,individual,automatic,third owner
mahindra bolero slx,2007,300000,100000,diesel,individual,manual,second owner
honda city i dtec e,2014,350000,60000,diesel,individual,manual,second owner
tata indica vista quadrajet ls,2011,229999,160000,diesel,individual,manual,second owner
hyundai creta 1.6 gamma sx plus,2015,821000,50000,petrol,individual,manual,first owner
maruti alto k10 vxi,2014,200000,80000,petrol,individual,manual,second owner
mahindra scorpio 1.99 s10,2017,1000000,60000,diesel,individual,manual,second owner
maruti alto 800 vxi,2016,220000,60000,petrol,individual,manual,second owner
ford figo aspire 1.5 tdci trend,2015,459999,148620,diesel,dealer,manual,first owner
maruti sx4 zdi,2012,310000,70000,diesel,individual,manual,second owner
hyundai elite i20 diesel asta option,2018,815000,42000,diesel,individual,manual,first owner
hyundai verna 1.6 crdi sx option,2017,1200000,40000,diesel,individual,manual,first owner
chevrolet optra magnum 2.0 lt,2011,170000,150000,diesel,individual,manual,second owner
maruti s-cross alpha ddis 200 sh,2017,1000000,30000,diesel,individual,manual,first owner
hyundai santro xing gls,2010,155000,90000,petrol,individual,manual,fourth & above owner
mahindra tuv 300 t6 plus,2017,400000,120000,diesel,individual,manual,first owner
mahindra quanto c4,2016,400000,80000,diesel,individual,manual,second owner
tata indica vista aura 1.3 quadrajet bsiv,2010,250000,80000,diesel,individual,manual,second owner
tata indigo glx,2008,150000,50000,petrol,individual,manual,third owner
hyundai santro lp zipplus,2002,80000,70000,petrol,individual,manual,second owner
maruti sx4 zxi at,2009,130000,120000,petrol,individual,automatic,second owner
volkswagen vento 1.5 tdi comfortline at,2014,325000,70000,diesel,individual,automatic,first owner
volkswagen jetta 2.0l tdi highline at,2012,735000,55300,diesel,dealer,automatic,first owner
tata indica vista quadrajet 90 vx,2012,285000,74300,diesel,dealer,manual,first owner
honda city vx mt,2010,350000,48781,petrol,dealer,manual,first owner
volkswagen jetta 1.9 highline tdi,2010,290000,87620,diesel,dealer,automatic,first owner
volkswagen vento 1.5 tdi highline plus at,2017,890000,40219,diesel,dealer,automatic,first owner
honda jazz vx,2011,385000,11473,petrol,dealer,manual,first owner
maruti eeco 5 seater ac bsiv,2017,425000,8352,petrol,dealer,manual,first owner
maruti wagon r vxi amt1.2bsiv,2017,525000,9745,petrol,dealer,automatic,first owner
hyundai grand i10 asta,2017,550000,9748,petrol,dealer,manual,first owner
volkswagen polo 1.0 mpi trendline,2012,271000,49000,petrol,dealer,manual,first owner
hyundai creta 1.6 crdi sx option,2018,1490000,20694,diesel,dealer,manual,first owner
hyundai grand i10 asta option,2015,490000,31080,petrol,dealer,manual,first owner
hyundai eon era plus,2014,260000,37605,petrol,dealer,manual,first owner
hyundai xcent 1.1 crdi sx option,2014,455000,55850,diesel,dealer,manual,first owner
tata nano lx bsiv,2010,75000,58850,petrol,dealer,manual,first owner
toyota etios cross 1.2l g,2015,421000,23839,petrol,dealer,manual,first owner
maruti swift ddis ldi,2016,550000,54000,diesel,dealer,manual,first owner
hyundai i10 sportz 1.2 at,2013,330000,38000,petrol,dealer,automatic,first owner
volkswagen vento 1.5 tdi comfortline,2012,390000,45454,diesel,dealer,manual,first owner
skoda rapid 1.5 tdi at ambition,2015,599000,46957,diesel,dealer,automatic,first owner
hyundai elite i20 sportz plus cvt bsiv,2019,738000,8000,petrol,individual,automatic,first owner
maruti alto k10 vxi,2016,300000,30000,petrol,individual,manual,first owner
tata indica vista quadrajet lx,2012,150000,110000,diesel,individual,manual,first owner
toyota innova 2.5 g4 diesel 7-seater,2007,440000,223000,diesel,individual,manual,fourth & above owner
volkswagen vento ipl ii diesel trendline,2011,280000,110000,diesel,individual,manual,first owner
hyundai santro gs,2006,100000,120000,petrol,individual,manual,second owner
maruti swift vxi bsiv,2008,150000,100000,petrol,individual,manual,second owner
maruti swift dzire vdi,2014,380000,100000,diesel,individual,manual,second owner
maruti alto lx,2006,90000,60000,petrol,individual,manual,second owner
mahindra scorpio vls 2.2 mhawk,2008,300000,270000,diesel,individual,manual,third owner
skoda fabia 1.2 tdi active,2011,275000,60000,diesel,individual,manual,second owner
maruti zen estilo sports,2009,180000,41090,petrol,individual,manual,first owner
maruti swift vdi,2012,225000,296823,diesel,individual,manual,first owner
maruti alto 800 lxi,2014,200000,40000,petrol,individual,manual,first owner
toyota corolla altis g,2011,500000,40000,petrol,individual,manual,second owner
ford fiesta 1.6 duratec s,2010,300000,70000,petrol,individual,manual,second owner
hyundai verna 1.6 crdi sx,2015,765000,80000,diesel,individual,manual,second owner
maruti swift dzire vdi,2017,650000,90000,diesel,individual,manual,first owner
maruti wagon r vxi plus optional,2017,380000,19000,petrol,individual,manual,first owner
maruti swift dzire vdi,2014,480000,110000,diesel,individual,manual,second owner
mahindra jeep mm 540,1996,200000,60000,diesel,individual,manual,first owner
maruti wagon r vxi plus optional,2017,380000,19000,petrol,individual,manual,first owner
maruti zen estilo lxi green (cng),2010,145000,68000,cng,individual,manual,second owner
maruti ritz vdi,2011,280000,120000,diesel,individual,manual,second owner
maruti swift dzire vdi,2014,254999,30000,diesel,individual,manual,first owner
tata bolt revotron xe,2016,300000,90000,petrol,individual,manual,second owner
maruti swift vdi bsiv,2015,480000,140000,diesel,individual,manual,third owner
skoda rapid monte carlo 1.6 mpi at bsiv,2017,850000,44500,petrol,individual,automatic,first owner
hyundai i20 asta 1.4 crdi,2014,350000,52000,diesel,individual,manual,second owner
hyundai i20 active 1.2 sx,2016,650000,26000,petrol,individual,manual,first owner
hyundai i20 active 1.2 sx,2016,650000,26000,petrol,individual,manual,first owner
tata new safari 4x2,2007,550000,80000,petrol,individual,manual,second owner
maruti celerio vxi,2015,300000,35000,petrol,individual,manual,first owner
maruti swift 1.3 vxi,2008,150000,60000,petrol,individual,manual,second owner
hyundai grand i10 sportz,2014,300000,120000,petrol,individual,manual,first owner
hyundai santro xing xg,2004,80000,58000,petrol,individual,manual,first owner
tata manza club class quadrajet90 ls,2014,200000,100000,diesel,individual,manual,first owner
hyundai eon magna plus,2016,220000,43700,petrol,individual,manual,first owner
tata indica gls bs iv,2009,68000,120000,petrol,individual,manual,second owner
tata manza elan quadrajet bs iv,2011,180000,80000,diesel,individual,manual,third owner
hyundai eon era plus,2017,290000,20000,petrol,individual,manual,first owner
maruti eeco 5 seater ac bsiv,2018,300000,25000,petrol,individual,manual,first owner
honda city i dtec sv,2014,600000,27483,diesel,dealer,manual,first owner
maruti swift lxi,2019,470000,8000,petrol,individual,manual,first owner
hyundai i10 sportz 1.2,2008,150000,30000,petrol,individual,manual,first owner
maruti swift vvt vxi,2017,400000,30000,petrol,individual,manual,first owner
ford fiesta 1.4 zxi tdci abs,2009,110000,100000,diesel,individual,manual,fourth & above owner
maruti alto 800 lxi,2014,180000,56207,petrol,dealer,manual,second owner
hyundai i20 sportz petrol,2010,250000,40000,petrol,individual,manual,first owner
maruti zen lxi,2006,80000,70000,petrol,individual,manual,first owner
honda wr-v i-vtec vx,2018,875000,1440,petrol,individual,manual,first owner
hyundai grand i10 sportz,2015,425000,12000,petrol,individual,manual,first owner
maruti alto 800 lxi,2019,300000,50000,petrol,individual,manual,first owner
honda amaze vx i-dtec,2016,700000,35000,diesel,individual,manual,first owner
maruti zen estilo vxi bsiv,2010,130000,50000,petrol,individual,manual,second owner
maruti ertiga shvs zdi plus,2017,1000000,60000,diesel,individual,manual,second owner
maruti swift dzire zdi,2017,650000,67000,diesel,individual,manual,first owner
