name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,age_of_car,price_per_km,is_diesel,is_dealer,is_automatic,owner_priority,brand
hyundai accent executive,2011,150000,60000,petrol,individual,manual,first owner,15,2.5,0,0,0,1,hyundai
tata manza aura (abs) safire bs iv,2010,110000,77073,petrol,individual,manual,second owner,16,1.427218351433057,0,0,0,2,tata
ford figo aspire 1.5 tdci titanium,2016,400000,70000,diesel,individual,manual,first owner,10,5.714285714285714,1,0,0,1,ford
hyundai i10 magna lpg,2013,275000,90000,lpg,individual,manual,second owner,13,3.0555555555555554,0,0,0,2,hyundai
toyota innova 2.5 g (diesel) 7 seater,2013,800000,186000,diesel,individual,manual,third owner,13,4.301075268817204,1,0,0,3,toyota
mahindra scorpio m2di,2014,550000,90000,diesel,individual,manual,first owner,12,6.111111111111111,1,0,0,1,mahindra
maruti alto lx bsiii,2007,125000,100000,petrol,individual,manual,second owner,19,1.25,0,0,0,2,maruti
chevrolet beat lt,2010,135000,80000,petrol,individual,manual,second owner,16,1.6875,0,0,0,2,chevrolet
mahindra scorpio lx bsiv,2012,349000,150000,diesel,individual,manual,first owner,14,2.3266666666666667,1,0,0,1,mahindra
maruti swift vdi bsiv,2014,458000,80000,diesel,individual,manual,first owner,12,5.725,1,0,0,1,maruti
maruti alto k10 vxi,2018,300000,35000,petrol,individual,manual,first owner,8,8.571428571428571,0,0,0,1,maruti
maruti alto lxi,2008,95000,70000,petrol,individual,manual,first owner,18,1.3571428571428572,0,0,0,1,maruti
maruti s-cross zeta ddis 200 sh,2018,850000,50000,diesel,individual,manual,first owner,8,17.0,1,0,0,1,maruti
ford freestyle titanium diesel,2019,750000,25000,diesel,individual,manual,first owner,7,30.0,1,0,0,1,ford
ford figo diesel celebration edition,2013,190000,120000,diesel,individual,manual,first owner,13,1.5833333333333333,1,0,0,1,ford
maruti wagon r lxi minor,2009,150000,70000,petrol,individual,manual,first owner,17,2.142857142857143,0,0,0,1,maruti
hyundai accent gle,2009,114999,106000,petrol,individual,manual,third owner,17,1.0848962264150943,0,0,0,3,hyundai
toyota innova 2.0 vx 7 seater,2010,320000,120000,petrol,individual,manual,third owner,16,2.6666666666666665,0,0,0,3,toyota
maruti alto 800 cng lxi optional,2019,300000,120000,cng,individual,manual,first owner,7,2.5,0,0,0,1,maruti
maruti ritz lxi,2016,275000,160000,petrol,individual,manual,first owner,10,1.71875,0,0,0,1,maruti
chevrolet aveo 1.6 lt with abs,2010,140000,120000,petrol,individual,manual,second owner,16,1.1666666666666667,0,0,0,2,chevrolet
tata altroz xz,2020,830000,10000,petrol,individual,manual,first owner,6,83.0,0,0,0,1,tata
volkswagen polo sr petrol 1.2l,2013,380000,50000,petrol,individual,manual,first owner,13,7.6,0,0,0,1,volkswagen
hyundai i10 magna 1.2,2010,150000,90000,petrol,individual,manual,second owner,16,1.6666666666666667,0,0,0,2,hyundai
chevrolet spark 1.0 ls,2008,50000,70000,petrol,individual,manual,first owner,18,0.7142857142857143,0,0,0,1,chevrolet
mahindra bolero slx,2008,155000,100000,diesel,individual,manual,first owner,18,1.55,1,0,0,1,mahindra
mahindra bolero slx,2008,155000,100000,diesel,individual,manual,first owner,18,1.55,1,0,0,1,mahindra
skoda superb 1.8 tfsi mt,2010,300000,80000,petrol,individual,manual,first owner,16,3.75,0,0,0,1,skoda
maruti alto 800 lxi,2018,300000,16584,petrol,dealer,manual,first owner,8,18.08972503617945,0,1,0,1,maruti
tata tiago 2019-2020 xe diesel,2016,385000,38000,diesel,dealer,manual,first owner,10,10.131578947368421,1,1,0,1,tata
maruti wagon r lxi,2010,221000,51000,petrol,dealer,manual,first owner,16,4.333333333333333,0,1,0,1,maruti
tata tiago 1.05 revotorq xe,2016,381000,38000,diesel,dealer,manual,first owner,10,10.026315789473685,1,1,0,1,tata
maruti alto 800 lxi,2015,250999,35000,petrol,dealer,manual,first owner,11,7.1714,0,1,0,1,maruti
hyundai santro ls zipplus,2002,60000,120000,petrol,individual,manual,third owner,24,0.5,0,0,0,3,hyundai
tata tiago 1.05 revotorq xe,2016,380000,38000,diesel,dealer,manual,first owner,10,10.0,1,1,0,1,tata
skoda laura l n k 1.9 pd,2008,180000,144000,diesel,individual,manual,third owner,18,1.25,1,0,0,3,skoda
maruti ciaz zdi plus,2017,751000,64000,diesel,dealer,manual,first owner,9,11.734375,1,1,0,1,maruti
mahindra xuv500 at w10 fwd,2015,1250000,60000,diesel,dealer,automatic,first owner,11,20.833333333333332,1,1,1,1,mahindra
hyundai eon 1.0 era plus,2014,229999,65000,petrol,dealer,manual,first owner,12,3.538446153846154,0,1,0,1,hyundai
tata safari storme ex,2019,1250000,24000,diesel,individual,manual,first owner,7,52.083333333333336,1,0,0,1,tata
mahindra scorpio vlx 2wd bsiv,2014,782000,58000,diesel,dealer,manual,second owner,12,13.482758620689655,1,1,0,2,mahindra
mahindra scorpio vlx 2.2 mhawk airbag bsiv,2014,780000,58000,diesel,dealer,manual,second owner,12,13.448275862068966,1,1,0,2,mahindra
maruti alto 800 lxi,2016,245000,68000,petrol,dealer,manual,first owner,10,3.6029411764705883,0,1,0,1,maruti
hyundai i20 1.4 crdi sportz,2011,321000,81257,diesel,dealer,manual,first owner,15,3.950428886126734,1,1,0,1,hyundai
hyundai grand i10 1.2 crdi sportz option,2017,509999,44000,diesel,dealer,manual,first owner,9,11.590886363636363,1,1,0,1,hyundai
tata nano cx se,2015,110000,45000,petrol,dealer,manual,first owner,11,2.4444444444444446,0,1,0,1,tata
volkswagen polo diesel highline 1.2l,2013,400000,75000,diesel,dealer,manual,first owner,13,5.333333333333333,1,1,0,1,volkswagen
maruti swift vxi,2013,370000,90000,petrol,individual,manual,first owner,13,4.111111111111111,0,0,0,1,maruti
hyundai verna crdi abs,2007,175000,80000,diesel,individual,manual,second owner,19,2.1875,1,0,0,2,hyundai
mercedes-benz e-class 230,1998,1000000,35000,petrol,individual,automatic,second owner,28,28.571428571428573,0,0,1,2,mercedes-benz
maruti alto 800 lxi,2013,92800,25000,petrol,individual,manual,second owner,13,3.712,0,0,0,2,maruti
tata xenon xt ex 4x2,2014,291000,90000,diesel,individual,manual,first owner,12,3.2333333333333334,1,0,0,1,tata
maruti alto 800 lxi,2013,92800,25000,petrol,individual,manual,second owner,13,3.712,0,0,0,2,maruti
hyundai verna 1.6 sx crdi (o),2013,335000,110000,diesel,individual,manual,third owner,13,3.0454545454545454,1,0,0,3,hyundai
maruti omni 8 seater bsiv,2013,170000,35000,petrol,individual,manual,first owner,13,4.857142857142857,0,0,0,1,maruti
maruti alto 800 lxi,2019,295000,10000,petrol,individual,manual,first owner,7,29.5,0,0,0,1,maruti
renault kwid rxl,2019,375000,10000,petrol,individual,manual,first owner,7,37.5,0,0,0,1,renault
hyundai eon era plus,2012,215000,70000,petrol,individual,manual,second owner,14,3.0714285714285716,0,0,0,2,hyundai
ford fiesta 1.4 zxi tdci abs,2009,150000,110000,diesel,individual,manual,second owner,17,1.3636363636363635,1,0,0,2,ford
maruti alto lxi,2003,60000,5000,petrol,individual,manual,second owner,23,12.0,0,0,0,2,maruti
maruti alto lx,2006,52000,120000,petrol,individual,manual,third owner,20,0.43333333333333335,0,0,0,3,maruti
maruti omni lpg cargo bsiii w immobiliser,2009,80000,90000,lpg,individual,manual,second owner,17,0.8888888888888888,0,0,0,2,maruti
maruti alto lx,2012,140000,70000,petrol,individual,manual,second owner,14,2.0,0,0,0,2,maruti
hyundai verna i (petrol),2008,120000,90000,petrol,individual,manual,second owner,18,1.3333333333333333,0,0,0,2,hyundai
ford fiesta classic 1.4 sxi duratorq,2006,110000,120000,diesel,individual,manual,third owner,20,0.9166666666666666,1,0,0,3,ford
tata new safari dicor ex 4x2 bs iv,2012,280000,110000,diesel,individual,manual,fourth & above owner,14,2.5454545454545454,1,0,0,4,tata
toyota etios vd,2016,450000,50000,diesel,individual,manual,second owner,10,9.0,1,0,0,2,toyota
mahindra xuv500 w7,2018,1150000,58000,diesel,individual,manual,first owner,8,19.82758620689655,1,0,0,1,mahindra
maruti baleno delta 1.3,2018,650000,15000,diesel,individual,manual,first owner,8,43.333333333333336,1,0,0,1,maruti
tata zest revotron 1.2t xe,2015,300000,60000,petrol,individual,manual,second owner,11,5.0,0,0,0,2,tata
tata nano twist xt,2015,73000,57000,petrol,individual,manual,first owner,11,1.280701754385965,0,0,0,1,tata
maruti swift vdi bsiv,2015,400000,87000,diesel,individual,manual,third owner,11,4.597701149425287,1,0,0,3,maruti
renault kwid 1.0 rxt optional,2017,300000,70000,petrol,individual,manual,first owner,9,4.285714285714286,0,0,0,1,renault
maruti wagon r ax,2012,300000,30000,petrol,individual,automatic,second owner,14,10.0,0,0,1,2,maruti
maruti swift dzire vdi,2012,450000,80000,diesel,individual,manual,first owner,14,5.625,1,0,0,1,maruti
hyundai santro xing gls,2009,200000,100000,petrol,individual,manual,second owner,17,2.0,0,0,0,2,hyundai
maruti swift vxi,2019,580000,40000,petrol,individual,manual,first owner,7,14.5,0,0,0,1,maruti
hyundai grand i10 1.2 kappa asta,2017,550000,3917,petrol,individual,manual,first owner,9,140.4135818228236,0,0,0,1,hyundai
mahindra scorpio slx 2.6 turbo 8 str,2007,190000,160000,diesel,individual,manual,second owner,19,1.1875,1,0,0,2,mahindra
tata tiago 1.05 revotorq xt option,2017,450000,35000,diesel,individual,manual,first owner,9,12.857142857142858,1,0,0,1,tata
chevrolet spark 1.0 ls,2014,220000,70000,petrol,individual,manual,first owner,12,3.142857142857143,0,0,0,1,chevrolet
maruti sx4 zxi mt bsiv,2012,310000,69069,petrol,dealer,manual,first owner,14,4.488265357830575,0,1,0,1,maruti
hyundai elite i20 sportz plus bsiv,2019,650000,13500,petrol,individual,manual,first owner,7,48.148148148148145,0,0,0,1,hyundai
maruti wagon r stingray vxi,2014,300000,59059,petrol,dealer,manual,first owner,12,5.07966609661525,0,1,0,1,maruti
hyundai accent executive,2013,200000,70000,petrol,individual,manual,first owner,13,2.857142857142857,0,0,0,1,hyundai
honda brio s mt,2012,285000,39039,petrol,dealer,manual,first owner,14,7.300391915776531,0,1,0,1,honda
honda brio exclusive edition,2014,335000,33033,petrol,dealer,manual,first owner,12,10.141373777737414,0,1,0,1,honda
hyundai verna transform sx vtvt,2011,370000,55168,petrol,individual,manual,second owner,15,6.7067865429234335,0,0,0,2,hyundai
hyundai i20 1.2 sportz,2013,375000,41041,petrol,dealer,manual,first owner,13,9.137204259155478,0,1,0,1,hyundai
hyundai i10 magna,2009,235000,67067,petrol,dealer,manual,first owner,17,3.5039587278393247,0,1,0,1,hyundai
hyundai i10 sportz 1.2 at,2013,345000,66066,petrol,dealer,automatic,first owner,13,5.222050676596131,0,1,1,1,hyundai
mahindra quanto c8,2013,365000,82082,diesel,dealer,manual,first owner,13,4.446772739455667,1,1,0,1,mahindra
hyundai grand i10 sportz,2014,400000,48000,petrol,individual,manual,first owner,12,8.333333333333334,0,0,0,1,hyundai
hyundai eon d lite plus,2015,250000,30000,petrol,individual,manual,first owner,11,8.333333333333334,0,0,0,1,hyundai
hyundai verna sx crdi at,2012,465000,70070,diesel,dealer,automatic,first owner,14,6.636220921935208,1,1,1,1,hyundai
renault kwid rxt,2017,300000,10000,petrol,individual,manual,first owner,9,30.0,0,0,0,1,renault
maruti swift dzire zxi 1.2 bs iv,2018,655000,25000,petrol,individual,manual,first owner,8,26.2,0,0,0,1,maruti
maruti wagon r lxi cng,2016,350000,30000,cng,individual,manual,second owner,10,11.666666666666666,0,0,0,2,maruti
hyundai i10 sportz 1.2 at,2015,500000,50000,petrol,dealer,automatic,first owner,11,10.0,0,1,1,1,hyundai
hyundai grand i10 at asta,2015,465000,63063,petrol,dealer,automatic,first owner,11,7.373578802150231,0,1,1,1,hyundai
maruti swift vdi bsiii w/ abs,2008,263000,70000,diesel,individual,manual,first owner,18,3.757142857142857,1,0,0,1,maruti
maruti omni mpi std bsiv,2012,250000,90000,petrol,individual,manual,first owner,14,2.7777777777777777,0,0,0,1,maruti
hyundai accent gle 1,1999,60000,90000,petrol,individual,manual,fourth & above owner,27,0.6666666666666666,0,0,0,4,hyundai
hyundai getz glx,2005,70000,90000,petrol,individual,manual,third owner,21,0.7777777777777778,0,0,0,3,hyundai
chevrolet sail hatchback 1.2 ls,2016,250000,30000,petrol,individual,manual,first owner,10,8.333333333333334,0,0,0,1,chevrolet
hyundai eon magna plus,2016,229999,80000,petrol,individual,manual,first owner,10,2.8749875,0,0,0,1,hyundai
chevrolet optra magnum 2.0 ls,2011,195000,120000,diesel,individual,manual,first owner,15,1.625,1,0,0,1,chevrolet
datsun redigo s,2016,270000,22000,petrol,individual,manual,first owner,10,12.272727272727273,0,0,0,1,datsun
honda wr-v i-dtec vx,2017,650000,140000,diesel,individual,manual,first owner,9,4.642857142857143,1,0,0,1,honda
hyundai i20 asta 1.4 crdi,2014,370000,80000,diesel,individual,manual,second owner,12,4.625,1,0,0,2,hyundai
maruti swift vdi optional,2016,509999,40000,diesel,individual,manual,first owner,10,12.749975,1,0,0,1,maruti
maruti zen estilo vxi bsiv,2011,280000,33000,petrol,individual,manual,first owner,15,8.484848484848484,0,0,0,1,maruti
maruti a-star vxi,2010,180000,40000,petrol,individual,manual,first owner,16,4.5,0,0,0,1,maruti
renault kwid 1.0 rxt optional,2018,300000,10500,petrol,individual,manual,first owner,8,28.571428571428573,0,0,0,1,renault
mahindra bolero 2011-2019 slx,2013,400000,107000,diesel,individual,manual,first owner,13,3.7383177570093458,1,0,0,1,mahindra
hyundai i10 sportz 1.2,2010,210000,60000,petrol,individual,manual,second owner,16,3.5,0,0,0,2,hyundai
hyundai santro xing xg erlx euro iii,2006,90000,120000,petrol,individual,manual,second owner,20,0.75,0,0,0,2,hyundai
maruti wagon r lxi bs iv,2010,222000,70000,petrol,individual,manual,first owner,16,3.1714285714285713,0,0,0,1,maruti
maruti alto 800 lxi,2015,240000,50000,petrol,individual,manual,second owner,11,4.8,0,0,0,2,maruti
toyota etios liva gd,2013,450000,70000,diesel,individual,manual,second owner,13,6.428571428571429,1,0,0,2,toyota
ford ecosport 1.5 petrol ambiente,2017,650000,6000,petrol,individual,manual,first owner,9,108.33333333333333,0,0,0,1,ford
hyundai verna sx diesel,2010,200000,78000,diesel,dealer,manual,second owner,16,2.5641025641025643,1,1,0,2,hyundai
hyundai verna sx diesel,2011,210000,72000,diesel,dealer,manual,third owner,15,2.9166666666666665,1,1,0,3,hyundai
tata nano cx bsiv,2011,75000,9528,petrol,dealer,manual,first owner,15,7.871536523929471,0,1,0,1,tata
toyota innova 2.5 g (diesel) 8 seater,2011,450000,135200,diesel,dealer,manual,first owner,15,3.328402366863905,1,1,0,1,toyota
hyundai i20 1.2 sportz,2011,220000,58000,petrol,dealer,manual,second owner,15,3.793103448275862,0,1,0,2,hyundai
hyundai i20 magna 1.4 crdi (diesel),2013,325000,78000,diesel,dealer,manual,second owner,13,4.166666666666667,1,1,0,2,hyundai
tata zest revotron 1.2t xe,2018,450000,45000,petrol,individual,manual,first owner,8,10.0,0,0,0,1,tata
ford ecosport 1.5 diesel titanium plus bsiv,2017,825000,35000,diesel,individual,manual,first owner,9,23.571428571428573,1,0,0,1,ford
hyundai accent gls,2007,125000,76000,petrol,dealer,manual,third owner,19,1.644736842105263,0,1,0,3,hyundai
mahindra xylo d2 bs iv,2015,434999,100000,diesel,individual,manual,third owner,11,4.34999,1,0,0,3,mahindra
mahindra scorpio sle bsiv,2011,484999,99000,diesel,individual,manual,second owner,15,4.8989797979797975,1,0,0,2,mahindra
maruti ritz vdi,2009,175000,80000,diesel,individual,manual,third owner,17,2.1875,1,0,0,3,maruti
honda civic 1.8 s mt,2006,220000,120000,petrol,individual,manual,third owner,20,1.8333333333333333,0,0,0,3,honda
honda br-v i-vtec vx mt,2020,1250000,1100,petrol,dealer,manual,first owner,6,1136.3636363636363,0,1,0,1,honda
maruti omni e mpi std bs iv,2017,215000,34000,petrol,dealer,manual,first owner,9,6.323529411764706,0,1,0,1,maruti
mahindra xuv500 w6 2wd,2014,625000,68000,diesel,dealer,manual,first owner,12,9.191176470588236,1,1,0,1,mahindra
ford ecosport 1.5 diesel titanium bsiv,2018,615000,15000,diesel,individual,manual,first owner,8,41.0,1,0,0,1,ford
chevrolet beat diesel ps,2012,130000,58000,diesel,dealer,manual,first owner,14,2.2413793103448274,1,1,0,1,chevrolet
tata indigo cs elx bs iv,2013,175000,50300,diesel,individual,manual,first owner,13,3.479125248508946,1,0,0,1,tata
tata indigo cr4,2011,150000,70000,diesel,individual,manual,second owner,15,2.142857142857143,1,0,0,2,tata
tata indica vista tdi ls,2011,195000,60000,diesel,individual,manual,third owner,15,3.25,1,0,0,3,tata
maruti ertiga 1.5 vdi,2020,550000,90000,diesel,individual,manual,first owner,6,6.111111111111111,1,0,0,1,maruti
isuzu d-max v-cross standard,2018,1500000,40000,diesel,individual,manual,first owner,8,37.5,1,0,0,1,isuzu
skoda superb 1.8 tfsi mt,2010,400000,80000,petrol,individual,manual,second owner,16,5.0,0,0,0,2,skoda
nissan kicks xv premium d bsiv,2019,1350000,15000,diesel,individual,manual,first owner,7,90.0,1,0,0,1,nissan
maruti swift 1.2 dlx,2015,217000,45000,petrol,individual,manual,first owner,11,4.822222222222222,0,0,0,1,maruti
maruti swift vdi bsiv,2011,290000,130000,diesel,individual,manual,second owner,15,2.230769230769231,1,0,0,2,maruti
mahindra bolero power plus slx,2018,700000,80000,diesel,individual,manual,first owner,8,8.75,1,0,0,1,mahindra
maruti alto 800 base,2014,175000,40000,petrol,individual,manual,first owner,12,4.375,0,0,0,1,maruti
volkswagen ameo 1.5 tdi highline 16 alloy,2017,575000,80000,diesel,individual,manual,first owner,9,7.1875,1,0,0,1,volkswagen
maruti ritz ldi,2016,380000,100000,diesel,individual,manual,second owner,10,3.8,1,0,0,2,maruti
mahindra xylo d4 bsiv,2013,350000,151624,diesel,individual,manual,second owner,13,2.3083416873318208,1,0,0,2,mahindra
renault duster 85ps diesel rxl optional,2012,450000,160000,diesel,individual,manual,first owner,14,2.8125,1,0,0,1,renault
hyundai santro at cng,2005,130000,110000,cng,individual,manual,second owner,21,1.1818181818181819,0,0,0,2,hyundai
maruti swift vdi bsiv,2015,320000,74820,diesel,individual,manual,first owner,11,4.276931301790965,1,0,0,1,maruti
mahindra xuv500 w6 2wd,2014,550000,82000,diesel,individual,manual,first owner,12,6.7073170731707314,1,0,0,1,mahindra
maruti wagon r vxi bs iv,2015,370000,50000,petrol,individual,manual,second owner,11,7.4,0,0,0,2,maruti
chevrolet beat lt,2010,114999,70000,petrol,individual,manual,second owner,16,1.642842857142857,0,0,0,2,chevrolet
ford ecosport sports petrol,2020,1100000,1000,petrol,individual,manual,first owner,6,1100.0,0,0,0,1,ford
hyundai tucson crdi,2006,170000,170000,diesel,individual,manual,first owner,20,1.0,1,0,0,1,hyundai
tata indigo tdi,2008,80000,150000,diesel,individual,manual,third owner,18,0.5333333333333333,1,0,0,3,tata
ford ecosport 1.5 diesel titanium bsiv,2019,950000,17000,diesel,individual,manual,first owner,7,55.88235294117647,1,0,0,1,ford
maruti swift dzire vdi,2014,425000,150000,diesel,individual,manual,first owner,12,2.8333333333333335,1,0,0,1,maruti
hyundai i20 asta option 1.4 crdi,2015,500000,80000,diesel,individual,manual,first owner,11,6.25,1,0,0,1,hyundai
